Count,date,avgTmax,avgTmin,totPrecip
2.0,2010-12-12,11.571428571428571,34.581711566244586,0.04407443682664055
8.0,2010-12-19,53.3781512605042,38.84533016061868,0.0
6.0,2010-12-26,35.97478991596638,34.43885442338744,0.04407443682664055
18.0,2011-01-02,30.6890756302521,38.84533016061868,0.0
34.0,2011-01-09,58.84033613445378,41.0323786861562,0.13222331047992164
113.0,2011-01-16,61.84033613445378,39.790855783122296,0.22037218413320275
91.0,2011-01-23,40.99159663865546,27.48304580606782,0.0881488736532811
93.0,2011-01-30,25.84873949579832,34.581711566244586,0.04407443682664055
112.0,2011-02-06,51.983193277310924,37.62590294892497,0.13222331047992164
91.0,2011-02-13,69.40336134453781,37.38438004589106,0.22037218413320275
43.0,2011-02-20,45.42016806722689,22.098665760176768,0.22037218413320275
20.0,2011-02-27,43.99159663865546,27.197331520353533,1.0440744368266406
22.0,2011-03-06,72.5546218487395,24.340188663210675,0.13222331047992164
8.0,2011-03-13,73.83193277310923,38.38438004589106,0.22037218413320275
3.0,2011-03-20,70.6890756302521,41.42857142857143,0.3085210577864838
1.0,2011-03-27,55.94117647058823,48.57142857142857,0.3085210577864838
1.0,2011-04-03,55.94117647058823,52.24152290303391,0.3085210577864838
0.0,2011-04-10,55.94117647058823,52.527237188748195,0.3085210577864838
0.0,2011-04-17,55.94117647058823,42.83504716580267,0.3085210577864838
0.0,2011-04-24,55.94117647058823,43.43885442338745,0.3085210577864838
0.0,2011-05-01,55.94117647058823,38.84533016061868,0.3085210577864838
0.0,2011-05-08,55.94117647058823,49.81295147446248,0.3085210577864838
0.0,2011-10-09,61.66386554621848,52.21942721169372,0.3085210577864838
0.0,2011-10-16,55.94117647058823,37.07657006883658,0.3085210577864838
0.0,2011-10-23,68.10924369747899,35.81295147446248,0.22037218413320275
0.0,2011-10-30,55.94117647058823,43.67009433160534,0.3085210577864838
0.0,2011-11-06,55.94117647058823,44.581711566244586,0.3085210577864838
0.0,2011-11-13,72.70588235294117,35.42857142857143,0.3085210577864838
0.0,2011-11-20,53.69747899159664,40.48304580606782,0.13222331047992164
0.0,2011-11-27,61.26050420168067,35.67009433160534,0.22037218413320275
0.0,2011-12-04,74.5546218487395,24.549332880088382,0.2644466209598433
0.0,2011-12-11,65.57142857142857,23.670094331605338,0.1762977473065622
1.0,2011-12-18,58.714285714285715,19.40647573723124,0.22037218413320275
0.0,2011-12-25,49.857142857142854,28.812951474462484,0.22037218413320275
0.0,2012-01-01,61.27731092436975,24.40647573723124,0.2644466209598433
1.0,2012-01-08,65.84873949579831,17.571428571428573,0.3085210577864838
4.0,2012-01-15,58.285714285714285,41.64799864026515,0.1762977473065622
0.0,2012-01-22,55.857142857142854,27.505141497408005,0.1762977473065622
1.0,2012-01-29,34.57142857142857,17.527237188748195,0.22037218413320275
3.0,2012-02-05,55.94117647058823,38.84533016061868,0.0
59.0,2012-02-12,55.94117647058823,38.84533016061868,0.0
15.0,2012-02-19,38.42857142857143,27.07657006883658,0.1762977473065622
24.0,2012-02-26,60.42016806722689,33.64799864026515,0.1762977473065622
32.0,2012-03-04,74.5546218487395,50.0,0.3085210577864838
24.0,2012-03-11,62.84033613445378,30.670094331605338,0.22037218413320275
37.0,2012-03-18,59.94957983193277,39.57142857142857,0.3085210577864838
21.0,2012-03-25,61.3781512605042,35.790855783122296,0.3085210577864838
9.0,2012-04-01,55.94117647058823,44.40647573723124,0.2644466209598433
8.0,2012-04-08,65.24369747899159,28.142857142857142,0.3085210577864838
6.0,2012-04-15,63.67226890756302,37.549332880088386,0.2644466209598433
1.0,2012-04-22,65.67226890756302,27.549332880088382,0.2644466209598433
1.0,2012-04-29,67.10084033613445,46.81295147446248,0.3085210577864838
0.0,2012-05-06,55.94117647058823,45.889521543299054,0.3085210577864838
1.0,2012-05-13,55.94117647058823,49.50514149740801,0.3085210577864838
0.0,2012-05-20,55.94117647058823,34.362284354550866,0.3085210577864838
